PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Shahjahanpur,GEN,Uttar Pradesh,Kunwar Jitin Prasad,Indian National Congress,1240983,634371,0.511,81832,0.129,2004
Silchar,GEN,Assam,Sontosh Mohan Dev,Indian National Congress,879243,607884,0.691,21320,0.035,2004
Simla,GEN,Himachal Pradesh,Dhani Ram Shandil,Indian National Congress,1018988,525998,0.516,108180,0.206,2004
Sirsa,GEN,Haryana,Atma Singh Gill,Indian National Congress,1219935,841638,0.69,71475,0.085,2004
Sivaganga,GEN,Tamil Nadu,"Chidambaram, P.",Indian National Congress,1083542,664594,0.613,162725,0.245,2004
Tenali,GEN,Andhra Pradesh,Balashowry Vallabhaneni,Indian National Congress,880148,671316,0.763,78556,0.117,2004
Tezpur,GEN,Assam,Moni Kumar Subba,Indian National Congress,1006389,720182,0.716,70445,0.098,2004
Tirunelveli,GEN,Tamil Nadu,"Dhanuskodi Athithan, R.",Indian National Congress,1086290,631284,0.581,167075,0.265,2004
Udhampur,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,1348721,607945,0.451,47175,0.078,2004
Varanasi,GEN,Uttar Pradesh,Dr. Rajesh Kumar Mishra,Indian National Congress,1487696,633729,0.426,57436,0.091,2004
Vijayawada,GEN,Andhra Pradesh,Rajagopal Lagadapati,Indian National Congress,1464657,943766,0.644,114587,0.121,2004
Visakhapatnam,GEN,Andhra Pradesh,Janardhana Reddy Nedurumalli,Indian National Congress,1515574,965735,0.637,130571,0.135,2004
Ajmer,GEN,Rajasthan,Sachin Pilot,Indian National Congress,1455339,771272,0.53,76135,0.099,2009
Akbarpur,GEN,Uttar Pradesh,Rajaram Pal,Indian National Congress,1461050,637264,0.436,32043,0.05,2009
Alappuzha,GEN,Kerala,K.C Venugopal,Indian National Congress,1147162,911120,0.794,57635,0.063,2009
Alwar,GEN,Rajasthan,Jitendra Singh,Indian National Congress,1373384,762306,0.555,156619,0.205,2009
Amethi,GEN,Uttar Pradesh,Rahul Gandhi,Indian National Congress,1431787,646653,0.452,370198,0.572,2009
Anakapalli,GEN,Andhra Pradesh,Sabbam Hari,Indian National Congress,1331695,1051708,0.79,52912,0.05,2009
Anand,GEN,Gujarat,Solanki Bharatbhai Madhavsinh,Indian National Congress,1397162,676072,0.484,67318,0.1,2009
Anandpur Sahib,GEN,Punjab,Ravneet Singh,Indian National Congress,1338596,904606,0.676,67204,0.074,2009
Anantapur,GEN,Andhra Pradesh,Anantha Venkata Rami Reddy,Indian National Congress,1411460,1002775,0.711,77921,0.078,2009
Arani,GEN,Tamil Nadu,Krishnasswamy M,Indian National Congress,1097865,843076,0.768,106830,0.127,2009
Arunachal East,GEN,Arunachal Pradesh,Ninong Ering,Indian National Congress,301173,214930,0.714,68449,0.318,2009
Arunachal West,GEN,Arunachal Pradesh,Takam Sanjoy,Indian National Congress,433368,285666,0.659,1314,0.005,2009
Baharampur,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1179938,953789,0.808,186977,0.196,2009
Balasore,GEN,Orissa,Srikant Kumar Jena,Indian National Congress,1269342,892345,0.703,38900,0.044,2009
Banaskantha,GEN,Gujarat,Gadhvi Mukeshkumar Bheiravdanji,Indian National Congress,1296871,646305,0.498,10301,0.016,2009
Bareilly,GEN,Uttar Pradesh,Praveen Singh Aron,Indian National Congress,1401423,705939,0.504,9338,0.013,2009
Bargarh,GEN,Orissa,Sanjay Bhoi,Indian National Congress,1320274,919459,0.696,98444,0.107,2009
Barmer,GEN,Rajasthan,Harish Choudhary,Indian National Congress,1441456,786516,0.546,119106,0.151,2009
Barpeta,GEN,Assam,Ismail Hussain,Indian National Congress,1239607,902287,0.728,30429,0.034,2009
Bhilwara,GEN,Rajasthan,C P Joshi,Indian National Congress,1492687,754956,0.506,135368,0.179,2009
Bhiwandi,GEN,Maharashtra,Taware Suresh Kashinath,Indian National Congress,1483176,584180,0.394,41364,0.071,2009
Bhiwani-Mahendragarh,GEN,Haryana,Shruti Choudhry,Indian National Congress,1212513,864504,0.713,55577,0.064,2009
Bhongir,GEN,Andhra Pradesh,Komatireddy Raj Gopal Reddy,Indian National Congress,1478391,1129371,0.764,139888,0.124,2009
Bidar,GEN,Karnataka,N.Dharam Singh,Indian National Congress,1470507,779256,0.53,39619,0.051,2009
Chalakudy,GEN,Kerala,K.P. Dhanapalan,Indian National Congress,1075390,794306,0.739,71679,0.09,2009
Chandigarh,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,524444,343579,0.655,58967,0.172,2009
Chandni Chowk,GEN,Delhi,Kapil Sibal,Indian National Congress,1413535,780507,0.552,200710,0.257,2009
Chelvella,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1681664,1084394,0.645,18532,0.017,2009
Chhindwara,GEN,Madhya Pradesh,Kamal Nath,Indian National Congress,1154249,829304,0.719,121220,0.146,2009
Chikkballapur,GEN,Karnataka,M.Veerappa Moily,Indian National Congress,1437155,978715,0.681,51381,0.052,2009
Chittorgarh,GEN,Rajasthan,(Dr.)Girija Vyas,Indian National Congress,1601444,795308,0.497,72778,0.092,2009
Cuddalore,GEN,Tamil Nadu,Alagiri S,Indian National Congress,986030,750000,0.761,23532,0.031,2009
Dhaurahra,GEN,Uttar Pradesh,Kunwar Jitin Prasad,Indian National Congress,1269584,759548,0.598,184509,0.243,2009
Dibrugarh,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,1114965,750734,0.673,35143,0.047,2009
Dindigul,GEN,Tamil Nadu,Chitthan N S V,Indian National Congress,1085696,821253,0.756,54347,0.066,2009
Domariyaganj,GEN,Uttar Pradesh,Jagdambika Pal,Indian National Congress,1499679,736139,0.491,76566,0.104,2009
East Delhi,GEN,Delhi,Sandeep Dikshit,Indian National Congress,1604795,857422,0.534,241053,0.281,2009
Eluru,GEN,Andhra Pradesh,Kavuri Sambasiva Rao,Indian National Congress,1275575,1084439,0.85,42783,0.039,2009
Ernakulam,GEN,Kerala,Prof. K V Thomas,Indian National Congress,1023053,745856,0.729,11790,0.016,2009
Faizabad,GEN,Uttar Pradesh,Nirmal Khatri,Indian National Congress,1500160,749262,0.5,54228,0.072,2009
Faridabad,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1103046,624896,0.567,68201,0.109,2009
Farrukhabad,GEN,Uttar Pradesh,Salman Khursheed,Indian National Congress,1306214,611143,0.468,27199,0.045,2009
Garhwal,GEN,Uttarakhand,Satpal Maharaj,Indian National Congress,1092282,539608,0.494,17397,0.032,2009
Gonda,GEN,Uttar Pradesh,Beni Prasad Verma,Indian National Congress,1341455,605257,0.451,23675,0.039,2009
Guna,GEN,Madhya Pradesh,Jyotiraditya Scindia,Indian National Congress,1202772,650328,0.541,249737,0.384,2009
Guntur,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1365177,1049921,0.769,39355,0.037,2009
Gurdaspur,GEN,Punjab,Partap Singh Bajwa,Indian National Congress,1318967,933323,0.708,8342,0.009,2009
Gurgaon,GEN,Haryana,Inderjit Singh,Indian National Congress,1244437,756205,0.608,84864,0.112,2009
Hardwar,GEN,Uttarakhand,Harish Rawat,Indian National Congress,1294280,788217,0.609,127412,0.162,2009
Hoshangabad,GEN,Madhya Pradesh,Uday Pratap Singh,Indian National Congress,1297404,712284,0.549,19245,0.027,2009
Idukki,GEN,Kerala,Adv. P.T Thomas,Indian National Congress,1062849,787236,0.741,74796,0.095,2009
Inner Manipur,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,826755,583323,0.706,30960,0.053,2009
Jaipur,GEN,Rajasthan,Mahesh Joshi,Indian National Congress,1684541,812957,0.483,16099,0.02,2009
Jaipur Rural,GEN,Rajasthan,Lal Chand Kataria,Indian National Congress,1444949,687165,0.476,52237,0.076,2009
Jammu,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1719897,842899,0.49,121373,0.144,2009
Jamnagar,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1298599,594603,0.458,26418,0.044,2009
Jangipur,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1087054,934813,0.86,128149,0.137,2009
Jhansi,GEN,Uttar Pradesh,Pradeep Kumar Jain (Aditya),Indian National Congress,1562082,861858,0.552,47670,0.055,2009
Jhunjhunu,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,1432581,603278,0.421,65332,0.108,2009
Jodhpur,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,1506821,684623,0.454,98329,0.144,2009
Jorhat,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1182349,765059,0.647,71914,0.094,2009
Kadapa,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,1347716,1031800,0.766,178846,0.173,2009
Kakinada,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,1265094,967545,0.765,34044,0.035,2009
Kalahandi,GEN,Orissa,Bhakta Charan Das,Indian National Congress,1421959,980310,0.689,154037,0.157,2009
Kaliabor,GEN,Assam,Dip Gogoi,Indian National Congress,1348371,961183,0.713,151989,0.158,2009
Kannur,GEN,Kerala,K. Sudhakaran,Indian National Congress,1069725,867040,0.811,43151,0.05,2009
Kanpur,GEN,Uttar Pradesh,Sri Prakash Jaiswal,Indian National Congress,1390055,512917,0.369,18906,0.037,2009
Karimnagar,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,1496211,991417,0.663,50243,0.051,2009
Karnal,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,1216977,811067,0.667,76346,0.094,2009
Khandwa,GEN,Madhya Pradesh,Arun Subhashchandra Yadav,Indian National Congress,1355325,813214,0.6,49081,0.06,2009
Kheda,GEN,Gujarat,Dinsha Patel,Indian National Congress,1448571,602867,0.416,846,0.001,2009
Kheri,GEN,Uttar Pradesh,Zafar Ali Naqvi,Indian National Congress,1297088,707983,0.546,8777,0.012,2009
Kishanganj,GEN,Bihar,Mohammad Asrarul Haque,Indian National Congress,1186369,626914,0.528,80269,0.128,2009
Kollam,GEN,Kerala,N.Peethambarakurup,Indian National Congress,1108686,754928,0.681,17531,0.023,2009
Korba,GEN,Chhattisgarh,Charan Das Mahant,Indian National Congress,1276443,745617,0.584,20737,0.028,2009
Kota,GEN,Rajasthan,Ijyaraj Singh,Indian National Congress,1498971,682181,0.455,83093,0.122,2009
Kozhikode,GEN,Kerala,M.K. Raghavan,Indian National Congress,1053817,799996,0.759,838,0.001,2009
Kurnool,GEN,Andhra Pradesh,Kotla Jaya Surya Prakash Reddy,Indian National Congress,1307312,873551,0.668,73773,0.084,2009
Kurukshetra,GEN,Haryana,Naveen Jindal,Indian National Congress,1166684,875415,0.75,118729,0.136,2009
Kushi Nagar,GEN,Uttar Pradesh,Ku. Ratanjeet Pratap Narayan Singh,Indian National Congress,1438263,731041,0.508,21094,0.029,2009
Lakhimpur,GEN,Assam,Ranee Narah,Indian National Congress,1332518,909812,0.683,44572,0.049,2009
Ludhiana,GEN,Punjab,Manish Tewari,Indian National Congress,1309308,846277,0.646,113706,0.134,2009
Maharajganj,GEN,Uttar Pradesh,Harsh Vardhan,Indian National Congress,1509167,599531,0.397,123628,0.206,2009
Maldaha Dakshin,GEN,West Bengal,Abu Hasem Khan Choudhury,Indian National Congress,1052093,831309,0.79,136280,0.164,2009
Maldaha Uttar,GEN,West Bengal,Mausam Noor,Indian National Congress,1101096,922537,0.838,60141,0.065,2009
Malkajgiri,GEN,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,2343050,1205858,0.515,93326,0.077,2009
Mandi,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,1112524,713687,0.642,13997,0.02,2009
Mandsour,GEN,Madhya Pradesh,Meenakshi Natrajan,Indian National Congress,1371067,765754,0.559,30819,0.04,2009
Moradabad,GEN,Uttar Pradesh,Mohammed Azharuddin,Indian National Congress,1388525,761683,0.549,49107,0.064,2009
Mumbai North,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,1608924,685035,0.426,5779,0.008,2009
Mumbai North Central,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1681985,664652,0.395,174555,0.263,2009
Mumbai North West,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,1604992,707303,0.441,38387,0.054,2009
Mumbai South,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,1589811,641597,0.404,112682,0.176,2009
Mumbai South Central,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1515899,598877,0.395,75706,0.126,2009
Murshidabad,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1192899,1052242,0.882,35647,0.034,2009
Mysore,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,1653991,974410,0.589,7691,0.008,2009
Nagaur,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,1486307,610003,0.41,155137,0.254,2009
Nagpur,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,1738920,755714,0.435,24399,0.032,2009
Nainital-Udhamsingh Nagar,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,1284092,753947,0.587,88412,0.117,2009
Nalgonda,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,1455016,1083684,0.745,152982,0.141,2009
Nanded,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,1439015,774850,0.539,74614,0.096,2009
Nandyal,GEN,Andhra Pradesh,S.P.Y.Reddy,Indian National Congress,1358711,996163,0.733,90847,0.091,2009
Narsapuram,GEN,Andhra Pradesh,Bapiraju Kanumuru,Indian National Congress,1173138,995129,0.848,114690,0.115,2009
Nellore,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1450938,1006949,0.694,54993,0.055,2009
New Delhi,GEN,Delhi,Ajay Makan,Indian National Congress,1373146,765180,0.557,187809,0.245,2009
Nizamabad,GEN,Andhra Pradesh,Madhu Yaskhi Goud,Indian National Congress,1333271,889962,0.668,60390,0.068,2009
North East Delhi,GEN,Delhi,Jai Prakash Agarwal,Indian National Congress,1677058,877919,0.524,222243,0.253,2009
Ongole,GEN,Andhra Pradesh,Magunta Srinivasulu Reddy,Indian National Congress,1375558,1026948,0.747,78523,0.076,2009
Pali,GEN,Rajasthan,Badri Ram Jakhar,Indian National Congress,1682713,724620,0.431,196717,0.271,2009
Patan,GEN,Gujarat,Jagdish Thakor,Indian National Congress,1417623,633160,0.447,18504,0.029,2009
Pathanamthitta,GEN,Kerala,Anto Antony Punnathaniyil,Indian National Congress,1213370,798232,0.658,111206,0.139,2009
Patiala,GEN,Punjab,Preneet Kaur,Indian National Congress,1344864,935959,0.696,97389,0.104,2009
Pondicherry,GEN,Pondicherry,Narayanasamy,Indian National Congress,762440,608533,0.798,91772,0.151,2009
Porbandar,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,1385818,660768,0.477,39503,0.06,2009
Pratapgarh,GEN,Uttar Pradesh,Rajkumari Ratna Singh,Indian National Congress,1435159,641017,0.447,29779,0.046,2009
Pune,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,1806953,734482,0.407,25701,0.035,2009
Rae Bareli,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1379507,666699,0.483,372165,0.558,2009
Raiganj,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,1108382,900271,0.812,105203,0.117,2009
Rajahmundry,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1260974,1021131,0.81,2147,0.002,2009
Rajampet,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,1311449,997835,0.761,110377,0.111,2009
Rajgarh,GEN,Madhya Pradesh,Narayansingh Amlabe,Indian National Congress,1261062,651383,0.517,24388,0.037,2009
Rajkot,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,1455072,649750,0.447,24735,0.038,2009
Rajsamand,GEN,Rajasthan,Gopal Singh,Indian National Congress,1489231,591390,0.397,45890,0.078,2009
Ranchi,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1625148,723932,0.446,13350,0.018,2009
Ratnagiri - Sindhudurg,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,1252255,719855,0.575,46750,0.065,2009
Rohtak,GEN,Haryana,Deepender Singh,Indian National Congress,1274972,835610,0.655,445736,0.533,2009
Sambalpur,GEN,Orissa,Amarnath Pradhan,Indian National Congress,1233251,800562,0.649,14874,0.019,2009
Sangli,GEN,Maharashtra,Pratik Prakashbapu Patil,Indian National Congress,1490571,778760,0.523,39783,0.051,2009
Sangrur,GEN,Punjab,Vijay Inder Singla,Indian National Congress,1251401,931247,0.744,40872,0.044,2009
Secundrabad,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1574818,865489,0.55,170167,0.197,2009
Shrawasti,GEN,Uttar Pradesh,Vinay Kumar Alias Vinnu,Indian National Congress,1405884,605386,0.431,42029,0.069,2009
Sikar,GEN,Rajasthan,Mahadev Singh,Indian National Congress,1507740,725873,0.481,149426,0.206,2009
Sivaganga,GEN,Tamil Nadu,Chidambaram P,Indian National Congress,1092438,776037,0.71,3354,0.004,2009
Sonipat,GEN,Haryana,Jitender Singh,Indian National Congress,1099978,712449,0.648,161284,0.226,2009
South Delhi,GEN,Delhi,Ramesh Kumar,Indian National Congress,1542412,731332,0.474,93219,0.127,2009
South Goa,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,533811,272223,0.51,12516,0.046,2009
Srikakulam,GEN,Andhra Pradesh,Killi Krupa Rani,Indian National Congress,1226125,921680,0.752,82987,0.09,2009
Sultanpur,GEN,Uttar Pradesh,Dr.Sanjay Singh,Indian National Congress,1430955,707853,0.495,98779,0.14,2009
Surendranagar,GEN,Gujarat,Koli Patel Somabhai Gandalal,Indian National Congress,1475820,586318,0.397,4831,0.008,2009
Tehri Garhwal,GEN,Uttarakhand,Vijay Bahuguna,Indian National Congress,1159691,585576,0.505,52939,0.09,2009
Theni,GEN,Tamil Nadu,Aaron Rashid.J.M,Indian National Congress,1074931,800576,0.745,6302,0.008,2009
Thiruvananthapuram,GEN,Kerala,Shashi Tharoor,Indian National Congress,1122047,740023,0.66,99998,0.135,2009
Thrissur,GEN,Kerala,P C Chacko,Indian National Congress,1174161,817245,0.696,25151,0.031,2009
Tirunelveli,GEN,Tamil Nadu,Ramasubbu S,Indian National Congress,1059687,701402,0.662,21303,0.03,2009
Tonk-Sawai Madhopur,GEN,Rajasthan,Namo Narain,Indian National Congress,1510047,802459,0.531,317,0,2009
Udhampur,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,1363060,611779,0.449,13394,0.022,2009
Unnao,GEN,Uttar Pradesh,Annutandon,Indian National Congress,1818980,904542,0.497,302092,0.334,2009
Vadakara,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1071171,866349,0.809,56186,0.065,2009
Vijayawada,GEN,Andhra Pradesh,Lagadapati Raja Gopal,Indian National Congress,1402315,1092063,0.779,12712,0.012,2009
Virudhunagar,GEN,Tamil Nadu,Manicka Tagore,Indian National Congress,992051,768609,0.775,15764,0.021,2009
Visakhapatnam,GEN,Andhra Pradesh,Daggubati Purandeswari,Indian National Congress,1387482,1013929,0.731,66686,0.066,2009
Vizianagaram,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,1323238,1024364,0.774,60571,0.059,2009
Wardha,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781,769846,0.547,95918,0.125,2009
Wayanad,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097,825047,0.749,153439,0.186,2009
West Delhi,GEN,Delhi,Mahabal Mishra,Indian National Congress,1687727,884241,0.524,129010,0.146,2009
Zahirabad,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566,1021137,0.751,17407,0.017,2009
Almora,SC,Uttarakhand,Pradeep Tamta,Indian National Congress,1057379,481891,0.456,6950,0.014,2009
Amalapuram,SC,Andhra Pradesh,G.V.Harsha Kumar,Indian National Congress,1275287,1027127,0.805,40005,0.039,2009
Ambala,SC,Haryana,Selja,Indian National Congress,1264907,866507,0.685,14570,0.017,2009
Aruku,ST,Andhra Pradesh,Kishore Chandra Suryanarayana Deo Vyricherla,Indian National Congress,1182514,796043,0.673,192444,0.242,2009
Autonomous District,ST,Assam,Biren Singh Engti,Indian National Congress,693407,480748,0.693,74548,0.155,2009
Bahraich,SC,Uttar Pradesh,Kamal Kishor,Indian National Congress,1246823,512702,0.411,38953,0.076,2009
Banswara,ST,Rajasthan,Tarachand Bhagora,Indian National Congress,1457980,769532,0.528,199418,0.259,2009
Bapatla,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1321607,1046640,0.792,69338,0.066,2009
Barabanki,SC,Uttar Pradesh,P.L.Punia,Indian National Congress,1422218,743415,0.523,167913,0.226,2009
Bardoli,ST,Gujarat,Chaudhari Tusharbhai Amrasinhbhai,Indian National Congress,1440215,832705,0.578,58985,0.071,2009
Bharatpur,SC,Rajasthan,Ratan Singh,Indian National Congress,1437111,560919,0.39,81454,0.145,2009
Chamarajanagar,SC,Karnataka,R.Dhruvanarayana,Indian National Congress,1433825,973651,0.679,4002,0.004,2009
Dahod,ST,Gujarat,Dr. Prabha Kishor Taviad,Indian National Congress,1194821,534414,0.447,58536,0.11,2009
Dewas,SC,Madhya Pradesh,Sajjan Singh Verma,Indian National Congress,1297313,787381,0.607,15457,0.02,2009
Dhar,ST,Madhya Pradesh,Gajendra Singh Rajukhedi,Indian National Congress,1197172,654832,0.547,2661,0.004,2009
Fatehgarh Sahib,SC,Punjab,Sukhdev Singh,Indian National Congress,1207556,838150,0.694,34299,0.041,2009
Gadchiroli-Chimur,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,1285387,837822,0.652,28580,0.034,2009
Ganganagar,SC,Rajasthan,Bharat Ram Meghwal,Indian National Congress,1491983,910531,0.61,140668,0.154,2009
Gulbarga,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1543771,759481,0.492,13404,0.018,2009
Hoshiarpur,SC,Punjab,Santosh Chowdhary,Indian National Congress,1299234,843123,0.649,366,0,2009
